id,recipe_id,ingredient_group,ingredient_original_name,ingredient_normalized_name,ingredient_quantity,ingredient_unit
ING_007085,MR_609_01,bumbu halus,ketumbar,ketumbar,1.5,sendok teh
ING_007086,MR_609_01,bumbu halus,gula merah,gula merah,0.5,sendok makan
ING_007087,MR_609_01,bumbu halus,bawang putih,bawang putih,2.0,siung
ING_007088,MR_609_01,bumbu halus,laos,lengkuas,1.0,potong
ING_007089,MR_609_01,bumbu halus,salam,daun salam,2.0,lembar
ING_007090,MR_609_01,bumbu halus,garam,garam,0.5,sendok makan
ING_007091,MR_609_02,utama,djengkol,jengkol,50.0,buah
ING_007092,MR_609_02,utama,kelapa,kelapa,1.0,butir
ING_007093,MR_609_02,utama,merang,merang,1.0,ikat
ING_007094,MR_610_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_007095,MR_610_01,bumbu,bawang putih,bawang putih,4.0,siung
ING_007096,MR_610_01,bumbu,djeruk purut,jeruk purut,1.0,potong
ING_007097,MR_610_01,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_007098,MR_610_01,bumbu,kemiri,kemiri,5.0,butir
ING_007099,MR_610_01,bumbu,laos,lengkuas,1.0,potong
ING_007100,MR_610_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_007101,MR_610_01,bumbu,djae,jahe,1.0,ruas jari
ING_007102,MR_610_01,bumbu,daun salam,daun salam,2.0,lembar
ING_007103,MR_610_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_007104,MR_610_01,bumbu,garam,garam,1.5,sendok makan
ING_007105,MR_610_02,utama,daging sapi,daging sapi,0.5,kilogram
ING_007106,MR_610_02,utama,kelapa,kelapa,0.5,butir
ING_007107,MR_610_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_007108,MR_610_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_007109,MR_610_02,bumbu,kemiri,kemiri,3.0,biji
ING_007110,MR_610_02,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_007111,MR_610_02,bumbu,laos,lengkuas,2.0,iris
ING_007112,MR_610_02,bumbu,daun salam,daun salam,2.0,lembar
ING_007113,MR_610_02,bumbu,gula merah,gula merah,0.5,sendok makan
ING_007114,MR_610_02,bumbu,garam,garam,0.5,sendok makan
ING_007115,MR_610_02,bumbu,air kelapa,air kelapa,1.0,gelas
ING_007116,MR_611_01,utama,katjang pandjang,kacang panjang,6.0,ikat
ING_007117,MR_611_01,utama,kelapa,kelapa,0.5,lembar
ING_007118,MR_611_01,bumbu,bawang merah,bawang merah,3.0,buah
ING_007119,MR_611_01,bumbu,bawang putih,bawang putih,1.0,siung
ING_007120,MR_611_01,bumbu,kemiri,kemiri,5.0,biji
ING_007121,MR_611_01,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_007122,MR_611_01,bumbu,laos,lengkuas,1.0,potong
ING_007123,MR_611_01,bumbu,asam,asam,2.0,mata
ING_007124,MR_611_01,bumbu,gula merah,gula merah,1.0,sendok teh
ING_007125,MR_611_01,bumbu,garam,garam,1.0,sendok makan
ING_007126,MR_611_01,bumbu,terasi,terasi,0.5,sendok teh
ING_007127,MR_611_02,utama,tahu,tahu,10.0,potong
ING_007128,MR_611_02,utama,tempe,tempe,10.0,potong
ING_007129,MR_611_02,utama,kelapa,kelapa,0.5,butir
ING_007130,MR_611_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_007131,MR_611_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_007132,MR_611_02,bumbu,kemiri,kemiri,3.0,biji
ING_007133,MR_611_02,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_007134,MR_611_02,bumbu,laos,lengkuas,1.0,rajang
ING_007135,MR_611_02,bumbu,salam,daun salam,1.0,lembar
ING_007136,MR_611_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_007137,MR_611_02,bumbu,garam,garam,1.5,sendok makan
ING_007138,MR_612_01,utama,tempe,tempe,6.0,potong
ING_007139,MR_612_01,utama,santan,santan,1.0,gelas
ING_007140,MR_612_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_007141,MR_612_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_007142,MR_612_01,bumbu,kemiri,kemiri,3.0,biji
ING_007143,MR_612_01,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_007144,MR_612_01,bumbu,laos,lengkuas,1.0,potong
ING_007145,MR_612_01,bumbu,daun salam,daun salam,1.0,lembar
ING_007146,MR_612_01,bumbu,asam,asam jawa,1.0,mata
ING_007147,MR_612_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_007148,MR_612_01,bumbu,garam,garam,1.0,sendok makan
ING_007149,MR_612_02,utama,terung besar,terong besar,3.0,buah
ING_007150,MR_612_02,utama,daging,daging,3.0,ons
ING_007151,MR_612_02,utama,minjak goreng,minyak goreng,0.5,gelas
ING_007152,MR_613_01,bumbu,bawang merah,bawang merah,4.0,buah
ING_007153,MR_613_01,bumbu,lada putih,lada putih,0.5,sendok teh
ING_007154,MR_613_01,bumbu,tjengkeh,cengkeh,3.0,biji
ING_007155,MR_613_01,bumbu,garam,garam,0.5,sendok makan
ING_007156,MR_613_01,bumbu,ketjap,kecap,1.0,sendok makan
ING_007157,MR_613_02,utama,bebek,bebek,1.0,ekor
ING_007158,MR_613_02,bumbu,bawang merah,bawang merah,10.0,biji
ING_007159,MR_613_02,bumbu,bunga pala,bunga pala,0.5,sendok makan
ING_007160,MR_613_02,bumbu,lada,lada,1.0,sendok makan
ING_007161,MR_613_02,bumbu,djae,jahe,0.5,jari
ING_007162,MR_613_02,bumbu,garam,garam,2.0,sendok makan
ING_007163,MR_614_01,utama,tetelan daging babi dan tulang² muda,tetelan daging babi dan tulang muda,0.5,kilogram
ING_007164,MR_614_01,utama,minjak goreng,minyak goreng,4.0,sendok makan
ING_007165,MR_614_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_007166,MR_614_01,bumbu,bawang putih,bawang putih,4.0,siung
ING_007167,MR_614_01,bumbu,lombok merah,cabai merah,4.0,buah
ING_007168,MR_614_01,bumbu,lombk rawit,cabai rawit,2.0,buah
ING_007169,MR_614_01,bumbu,lada,lada,0.5,sendok teh
ING_007170,MR_614_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_007171,MR_614_01,bumbu,djae,jahe,0.5,ruas jari
ING_007172,MR_614_01,bumbu,kentjur,kencur,0.5,ruas jari
ING_007173,MR_614_01,bumbu,laos,lengkuas,0.25,ruas jari
ING_007174,MR_614_01,bumbu,daun salam,daun salam,4.0,lembar
ING_007175,MR_614_01,bumbu,sereh,serai,3.0,batang
ING_007176,MR_614_01,bumbu,terasi,terasi,1.0,sendok teh
ING_007177,MR_614_01,bumbu,garam,garam,1.0,sendok makan
ING_007178,MR_614_02,utama,ikan bandeng,ikan bandeng,1.0,ekor
ING_007179,MR_614_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_007180,MR_614_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_007181,MR_614_02,bumbu,lombok merah,cabai merah,5.0,biji
ING_007182,MR_614_02,bumbu,kemiri,kemiri,10.0,biji
ING_007183,MR_614_02,bumbu,asam,asam jawa,5.0,mata
ING_007184,MR_614_02,bumbu,kentjur,kencur,2.0,ruas jari
ING_007185,MR_614_02,bumbu,terasi,terasi,0.5,sendok teh
ING_007186,MR_614_02,bumbu,garam,garam,1.0,sendok teh
ING_007187,MR_615_01,utama,djagung muda,jagung muda,5.0,buah
ING_007188,MR_615_01,utama,kapri,kapri,1.0,ons
ING_007189,MR_615_01,utama,udang,udang,0.5,ons
ING_007190,MR_615_01,utama,margarine,margarin,,
ING_007191,MR_615_01,bumbu,bawang merah,bawang merah,2.0,buah
ING_007192,MR_615_01,bumbu,garam,garam,1.0,sendok teh
ING_007193,MR_615_01,bumbu,ketjap,kecap,2.0,sendok teh
ING_007194,MR_615_01,bumbu,gula pasir,gula pasir,,
ING_007195,MR_615_01,bumbu,tepung kandji,tepung kanji,1.0,sendok makan
ING_007196,MR_615_02,utama,djuhi,juhi,0.5,kilogram
ING_007197,MR_615_02,utama,daging babi,daging babi,0.25,kilogram
ING_007198,MR_615_02,utama,udang basah,udang basah,0.5,kilogram
ING_007199,MR_615_02,utama,kapri,kapri,2.0,ons
ING_007200,MR_615_02,utama,seledri,seledri,1.0,ikat
ING_007201,MR_615_02,utama,tautjo,tauco,1.0,ons
ING_007202,MR_615_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_007203,MR_615_02,bumbu,bawang putih,bawang putih,7.0,siung
ING_007204,MR_615_02,bumbu,lada halus,lada halus,1.0,sendok teh
ING_007205,MR_615_02,bumbu,garam,garam,1.0,sendok teh
ING_007206,MR_615_02,bumbu,ketjap,kecap,2.0,sendok makan
ING_007207,MR_615_02,bumbu,minjak babi,minyak babi,4.0,sendok makan
ING_007208,MR_616_01,utama,hati babi,hati babi,0.5,kilogram
ING_007209,MR_616_01,utama,kutjai,kucai,2.0,ikat
ING_007210,MR_616_01,utama,minjak babi,minyak babi,1.0,cangkir
ING_007211,MR_616_01,bumbu,bawang merah,bawang merah,6.0,buah
ING_007212,MR_616_01,bumbu,bawang putih,bawang putih,8.0,siung
ING_007213,MR_616_01,bumbu,lada,lada,0.5,sendok teh
ING_007214,MR_616_01,bumbu,garam,garam,1.0,sendok makan
ING_007215,MR_616_01,bumbu,ketjap,kecap,,secukupnya
ING_007216,MR_617_01,Bahan Utama,daging babi,daging babi,200.0,gram
ING_007217,MR_617_01,Bahan Utama,udang basah,udang basah,0.5,kilogram
ING_007218,MR_617_01,Bahan Utama,kangkung,kangkung,10.0,ikat
ING_007219,MR_617_01,Bumbu,bawang merah,bawang merah,10.0,buah
ING_007220,MR_617_01,Bumbu,bawang putih,bawang putih,10.0,siung
ING_007221,MR_617_01,Bumbu,lada halus,lada halus,1.0,sendok teh
ING_007222,MR_617_01,Bumbu,garam,garam,1.0,sendok teh
ING_007223,MR_617_01,Bumbu,tautjo,tauco,2.0,sendok makan
ING_007224,MR_617_01,Bumbu,minjak babi,minyak babi,4.0,sendok makan
ING_007225,MR_617_02,Bahan Utama,daging babi,daging babi,0.25,kilogram
ING_007226,MR_617_02,Bahan Utama,udang basah,udang basah,0.5,kilogram
ING_007227,MR_617_02,Bahan Utama,sajur asin,sayur asin,5.0,ikat
ING_007228,MR_617_02,Bahan Utama,tahu,tahu,10.0,potong
ING_007229,MR_617_02,Bahan Utama,minjak babi,minyak babi,4.0,sendok makan
ING_007230,MR_617_02,Bumbu,bawang merah,bawang merah,15.0,buah
ING_007231,MR_617_02,Bumbu,bawang putih,bawang putih,10.0,siung
ING_007232,MR_617_02,Bumbu,lada,lada,1.0,sendok teh
ING_007233,MR_617_02,Bumbu,djae,jahe,2.0,ruas jari
ING_007234,MR_617_02,Bumbu,garam,garam,1.0,sendok makan
ING_007235,MR_618_01,utama,daging sapi,daging sapi,0.25,kilogram
ING_007236,MR_618_01,bumbu,bawang merah,bawang merah,5.0,butir
ING_007237,MR_618_01,bumbu,bawang putih,bawang putih,7.0,siung
ING_007238,MR_618_01,bumbu,lombok merah,cabai merah,3.0,buah
ING_007239,MR_618_01,bumbu,lada,lada,0.5,sendok teh
ING_007240,MR_618_01,bumbu,garam,garam,1.0,sendok teh
ING_007241,MR_618_01,bumbu,ketjap,kecap,1.0,sendok makan
ING_007242,MR_618_01,bumbu,minjak,minyak,2.0,sendok makan
ING_007243,MR_618_02,utama,daun sawi,daun sawi,1.0,ikat
ING_007244,MR_618_02,utama,daging,daging,1.0,ons
ING_007245,MR_618_02,utama,wortel,wortel,2.0,ons
ING_007246,MR_618_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_007247,MR_618_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_007248,MR_618_02,bumbu,lada,lada,0.5,sendok teh
ING_007249,MR_618_02,bumbu,garam,garam,1.0,sendok makan
ING_007250,MR_618_02,bumbu,vetsin,vetsin,1.0,bungkus
ING_007251,MR_618_02,bumbu,ebi,ebi,1.0,sendok makan
ING_007252,MR_618_02,bumbu,minjak,minyak,3.0,sendok makan
ING_007253,MR_619_01,utama,daging babi,daging babi,1.0,kilogram
ING_007254,MR_619_01,utama,daging ajam,daging ayam,0.5,ekor
ING_007255,MR_619_01,utama,hati dan rempela ajam,hati dan rempela ayam,0.25,kilogram
ING_007256,MR_619_01,utama,udang baah,udang basah,0.5,kilogram
ING_007257,MR_619_01,utama,saos tomat,saus tomat,0.33,botol
ING_007258,MR_619_01,utama,kee kian,kekian,1.0,ons
ING_007259,MR_619_01,utama,haiwan,haiwan,1.0,ons
ING_007260,MR_619_01,utama,tepung sagu,tepung sagu,2.0,sendok makan
ING_007261,MR_619_01,utama,kapri,kapri,2.0,ons
ING_007262,MR_619_01,utama,kol,kol,10.0,lembar
ING_007263,MR_619_01,bumbu,bawang timur,bawang merah,2.0,buah
ING_007264,MR_619_01,bumbu,bawang putih,bawang putih,5.0,siung
ING_007265,MR_619_01,bumbu,lada halus,lada halus,1.0,sendok teh
ING_007266,MR_619_01,bumbu,garam,garam,1.0,sendok makan
ING_007267,MR_619_01,bumbu,minjak babi,minyak babi,4.0,sendok makan
ING_007268,MR_620_01,Bahan,daun ubi djalar,daun ubi jalar,2.0,ikat
ING_007269,MR_620_01,Bumbu,lombok rawit,cabai rawit,2.0,buah
ING_007270,MR_620_01,Bumbu,asam,asam,4.0,mata
ING_007271,MR_620_01,Bumbu,gula merah,gula merah,1.0,sendok makan
ING_007272,MR_620_01,Bumbu,terasi,terasi,1.0,sendok teh
ING_007273,MR_620_01,Bumbu,garam,garam,0.5,sendok teh
ING_007274,MR_620_02,utama,tjay siem muda,sawi hijau muda,2.0,ikat
ING_007275,MR_620_02,utama,daging ajam,daging ayam,0.5,ons
ING_007276,MR_620_02,utama,udang basah,udang basah,0.5,ons
ING_007277,MR_620_02,utama,minjak goreng,minyak goreng,4.0,sendok makan
ING_007278,MR_620_02,bumbu,bawang putih,bawang putih,11.0,siung
ING_007279,MR_620_02,bumbu,lada,lada,1.0,sendok teh
ING_007280,MR_620_02,bumbu,ketjap ikan,kecap ikan,2.0,sendok makan
ING_007281,MR_620_02,bumbu,kaldu ajam,kaldu ayam,1.0,gelas
ING_007282,MR_620_02,bumbu,tepung kandji,tepung kanji,1.0,sendok makan
ING_007283,MR_620_02,bumbu,garam,garam,1.0,sendok makan
ING_007284,MR_621_01,Bahan,daging giling,daging giling,1.0,cangkir
ING_007285,MR_621_01,Bahan,bawang putih giling,bawang putih giling,4.0,buah
ING_007286,MR_621_01,Bahan,tjengkeh,cengkeh,6.0,biji
ING_007287,MR_621_01,Bahan,gula pasir,gula pasir,1.0,sendok makan
ING_007288,MR_621_01,Bahan,bawang merah,bawang merah,0.5,cangkir
ING_007289,MR_621_01,Bahan,lombok merah,cabai merah,6.0,buah
ING_007290,MR_621_01,Bahan,garam,garam,6.0,sendok makan
ING_007291,MR_621_01,Bahan,saus tomat,saus tomat,2.0,cangkir
ING_007292,MR_621_01,Bahan,djagung pipilan,jagung pipilan,1.0,cangkir
ING_007293,MR_621_02,Bahan Utama,ikan emas,ikan mas,1.0,kilogram
ING_007294,MR_621_02,Bahan Utama,tautjo,tauco,1.0,ons
ING_007295,MR_621_02,Bumbu,bawang merah,bawang merah,15.0,buah
ING_007296,MR_621_02,Bumbu,tjuka,cuka,1.0,sendok teh
ING_007297,MR_622_01,bumbu tambahan,bawang putih,bawang putih,2.0,siung
ING_007298,MR_622_01,bumbu tambahan,tomat,tomat,5.0,buah
ING_007299,MR_622_01,bumbu tambahan,djae,jahe,3.0,ruas
ING_007300,MR_622_01,bumbu tambahan,gula putih,gula pasir,0.5,sendok teh
ING_007301,MR_622_01,bumbu tambahan,garam,garam,1.0,sendok makan
ING_007302,MR_622_02,utama,pelepah bentul,pelepah talas,3.0,batang
ING_007303,MR_622_02,utama,santan,santan,1.0,gelas
ING_007304,MR_622_02,utama,udang,udang,0.5,ons
ING_007305,MR_622_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_007306,MR_622_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_007307,MR_622_02,bumbu,kemiri,kemiri,3.0,butir
ING_007308,MR_622_02,bumbu,ketumbar,ketumbar,0.5,sendok teh
ING_007309,MR_622_02,bumbu,lengkuas,lengkuas,1.0,potong
ING_007310,MR_622_02,bumbu,kentjur,kencur,0.5,ruas
ING_007311,MR_622_02,bumbu,garam,garam,1.0,sendok teh
ING_007312,MR_622_02,bumbu,terasi,terasi,1.0,sendok teh
ING_007313,MR_622_03,utama,daging babi,daging babi,0.5,kilogram
ING_007314,MR_623_01,bumbu,bawang merah,bawang merah,4.0,buah
ING_007315,MR_623_01,bumbu,bawang putih,bawang putih,2.0,buah
ING_007316,MR_623_01,bumbu,lombok rawit,cabai rawit,2.0,sendok makan
ING_007317,MR_623_01,bumbu,daun kutjai,daun kucai,5.0,batang
ING_007318,MR_623_01,bumbu,lada halus,merica bubuk,1.0,sendok teh
ING_007319,MR_623_01,bumbu,daun prei,daun bawang,1.0,batang
ING_007320,MR_623_01,bumbu,keluwak halus,keluwek halus,4.0,sendok makan
ING_007321,MR_623_01,bumbu,garam,garam,,secukupnya
ING_007322,MR_623_02,utama,djagung muda,jagung muda,4.0,buah
ING_007323,MR_623_02,utama,tomat,tomat,4.0,buah
ING_007324,MR_623_02,utama,daging giling,daging giling,0.5,ons
ING_007325,MR_623_02,bumbu,bawang merah,bawang merah,2.0,buah
ING_007326,MR_623_02,bumbu,prei bagian jang putih,bagian putih daun bawang,2.0,buah
ING_007327,MR_623_02,bumbu,garam,garam,1.0,sendok teh
ING_007328,MR_623_02,bumbu,lada,merica,,sedikit
ING_007329,MR_623_02,saus,kelapa,kelapa,2.0,sendok makan
ING_007330,MR_623_02,saus,irisan bawang merah,irisan bawang merah,1.0,sendok makan
ING_007331,MR_624_01,utama,ajam,ayam,0.5,ekor
ING_007332,MR_624_01,utama,kelapa,kelapa,0.5,butir
ING_007333,MR_624_01,utama,daun pisang,daun pisang,,secukupnya
ING_007334,MR_624_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_007335,MR_624_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_007336,MR_624_01,bumbu,lombok,cabai,2.0,buah
ING_007337,MR_624_01,bumbu,lada,lada,5.0,biji
ING_007338,MR_624_01,bumbu,kemiri,kemiri,4.0,biji
ING_007339,MR_624_01,bumbu,kentjur,kencur,0.25,ruas jari
ING_007340,MR_624_01,bumbu,djae,jahe,1.0,ruas jari
ING_007341,MR_624_01,bumbu,sereh,serai,1.0,batang
ING_007342,MR_624_01,bumbu,salam,daun salam,5.0,lembar
ING_007343,MR_624_01,bumbu,terasi,terasi,0.5,sendok teh
ING_007344,MR_624_01,bumbu,garam,garam,0.5,sendok makan
ING_007345,MR_624_02,utama,daging sapi/babi,daging sapi/babi,0.25,kilogram
ING_007346,MR_624_02,utama,daun pisang,daun pisang,1.0,pelepah
ING_007347,MR_625_01,utama,bajam,bayam,2.0,ikat
ING_007348,MR_625_01,utama,djagung muda,jagung muda,2.0,buah
ING_007349,MR_625_01,utama,tomat masak,tomat masak,2.0,buah
ING_007350,MR_625_01,utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_007351,MR_625_01,utama,air,air,0.75,liter
ING_007352,MR_625_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_007353,MR_625_01,bumbu,gula pasir,gula pasir,1.0,sendok teh
ING_007354,MR_625_01,bumbu,garam,garam,1.0,sendok teh
ING_007355,MR_626_01,utama,bunga durian,bunga durian,1.0,ons
ING_007356,MR_626_01,utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_007357,MR_626_01,utama,udang,udang,0.5,ons
ING_007358,MR_626_01,bumbu,bawang merah,bawang merah,3.0,buah
ING_007359,MR_626_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_007360,MR_626_01,bumbu,lombok rawit,cabai rawit,10.0,biji
ING_007361,MR_626_01,bumbu,laos,lengkuas,1.0,iris
ING_007362,MR_626_01,bumbu,sereh,serai,1.0,tangkai
ING_007363,MR_626_01,bumbu,garam,garam,1.0,sendok makan
ING_007364,MR_626_02,utama,buntjis,buncis,0.5,kilogram
ING_007365,MR_626_02,utama,ebi,ebi,1.0,sendok makan
ING_007366,MR_626_02,utama,minjak,minyak,2.0,sendok makan
ING_007367,MR_626_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_007368,MR_626_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_007369,MR_626_02,bumbu,laos,lengkuas,1.0,potong
ING_007370,MR_626_02,bumbu,salam,daun salam,2.0,lembar
ING_007371,MR_626_02,bumbu,asam,asam jawa,5.0,mata
ING_007372,MR_626_02,bumbu,gula merah,gula merah,1.0,sendok teh
ING_007373,MR_626_02,bumbu,garam,garam,1.0,sendok makan
ING_007374,MR_626_02,bumbu,kejap,kecap,3.0,sendok makan
ING_007375,MR_627_02,utama,pipilan djagung muda,pipilan jagung muda,2.0,cangkir
ING_007376,MR_627_02,utama,mentega,mentega,3.0,sendok makan
ING_007377,MR_627_02,utama,tomat merah di-potong²,tomat merah dipotong,3.0,buah
ING_007378,MR_627_02,utama,lada,lada,,secukupnya
ING_007379,MR_627_02,utama,bawang merah iris,bawang merah iris,3.0,buah
ING_007380,MR_627_02,utama,lombok hidjau iris,cabai hijau iris,3.0,biji
ING_007381,MR_627_02,utama,garam,garam,,secukupnya
ING_007382,MR_627_03,utama,ikan laut,ikan laut,2.0,ekor
ING_007383,MR_627_03,bumbu,bawang merah,bawang merah,6.0,buah
ING_007384,MR_627_03,bumbu,bawang putih,bawang putih,3.0,siung
ING_007385,MR_627_03,bumbu,lombok merah,cabai merah,3.0,buah
ING_007386,MR_627_03,bumbu,kunjit,kunyit,1.0,ruas jari
ING_007387,MR_627_03,bumbu,minja kelapa,minyak kelapa,3.0,sendok makan
ING_007388,MR_627_03,bumbu,gula merah,gula merah,1.0,sendok teh
ING_007389,MR_627_03,bumbu,laos,lengkuas,1.0,iris
ING_007390,MR_627_03,bumbu,djae,jahe,1.0,iris
ING_007391,MR_627_03,bumbu,garam,garam,1.0,sendok makan
ING_007392,MR_628_01,utama,daun kangkung,daun kangkung,3.0,ikat
ING_007393,MR_628_01,utama,tomat,tomat,0.25,kilogram
ING_007394,MR_628_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_007395,MR_628_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_007396,MR_628_01,bumbu,lombok hidjau,cabai hijau,6.0,buah
ING_007397,MR_628_01,bumbu,lombok rawit,cabai rawit,5.0,buah
ING_007398,MR_628_01,bumbu,djae,jahe,2.0,ruas jari
ING_007399,MR_628_01,bumbu,sereh,serai,1.0,batang
ING_007400,MR_628_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_007401,MR_628_01,bumbu,garam,garam,1.0,sendok makan
ING_007402,MR_628_01,bumbu,ketjap,kecap,3.0,sendok makan
ING_007403,MR_628_01,bumbu,terasi,terasi,0.5,sendok teh
ING_007404,MR_628_02,utama,katjang putih,kacang putih,0.5,kilogram
ING_007405,MR_628_02,utama,katjang pandjang,kacang panjang,1.5,ikat
ING_007406,MR_628_02,utama,kelapa,kelapa,0.5,butir
ING_007407,MR_628_02,utama,daging,daging,0.25,kilogram
ING_007408,MR_628_02,utama,rebung,rebung,1.0,ons
ING_007409,MR_629_01,Bahan Utama,kol,kol (kubis),0.5,kilogram
ING_007410,MR_629_01,Bahan Utama,telur itik,telur bebek,2.0,butir
ING_007411,MR_629_01,Bahan Utama,minjak goreng,minyak goreng,2.5,sendok makan
ING_007412,MR_629_01,Bumbu,bawang merah,bawang merah,4.0,buah
ING_007413,MR_629_01,Bumbu,lombok merah,cabai merah,3.0,buah
ING_007414,MR_629_01,Bumbu,laos,lengkuas,1.0,potong
ING_007415,MR_629_01,Bumbu,djae,jahe,1.0,ruas jari
ING_007416,MR_629_01,Bumbu,daun salam,daun salam,1.0,lembar
ING_007417,MR_629_01,Bumbu,garam,garam,0.5,sendok makan
ING_007418,MR_630_01,Bahan,rebon segar,rebon segar,0.5,ons
ING_007419,MR_630_01,Bahan,nasi,nasi,3.0,sendok makan
ING_007420,MR_630_01,Bahan,minjak kelapa,minyak kelapa,1.0,sendok makan
ING_007421,MR_630_01,Bahan,santan,santan,3.0,sendok makan
ING_007422,MR_630_01,Bumbu,bawang merah,bawang merah,5.0,buah
ING_007423,MR_630_01,Bumbu,bawang putih,bawang putih,3.0,siung
ING_007424,MR_630_01,Bumbu,lombok merah,cabai merah,5.0,buah
ING_007425,MR_630_01,Bumbu,sereh,serai,1.0,batang
ING_007426,MR_630_01,Bumbu,gula merah,gula merah,1.0,sendok teh
ING_007427,MR_630_01,Bumbu,garam,garam,2.0,sendok makan
ING_007428,MR_630_02,Bahan,ikan nus ketjil,ikan nus kecil,1.0,kilogram
ING_007429,MR_630_02,Bahan,santan kental,santan kental,2.0,gelas
ING_007430,MR_630_02,Bahan,minjak kelapa,minyak kelapa,2.0,sendok makan
ING_007431,MR_630_02,Bumbu,bawang merah,bawang merah,8.0,buah
ING_007432,MR_630_02,Bumbu,laos,lengkuas,1.0,sendok makan
ING_007433,MR_631_01,utama,ojong,oyong,10.0,buah
ING_007434,MR_631_01,utama,soun,soun,1.0,ons
ING_007435,MR_631_01,utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_007436,MR_631_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_007437,MR_631_01,bumbu,bawang putih,bawang putih,4.0,siung
ING_007438,MR_631_01,bumbu,lombok merah,cabai merah,4.0,buah
ING_007439,MR_631_01,bumbu,laos,lengkuas,2.0,iris
ING_007440,MR_631_01,bumbu,daun bawang,daun bawang,5.0,batang
ING_007441,MR_631_01,bumbu,garam,garam,0.5,sendok makan
ING_007442,MR_631_01,bumbu,terasi,terasi,1.0,sendok teh
ING_007443,MR_631_02,utama,daging atau ikan,daging atau ikan,1.0,kilogram
ING_007444,MR_632_01,Bahan,teri atau udang basah atau tongkol hasap jang di-tjabik²,teri atau udang basah atau tongkol asap yang dicabik-cabik,4.0,sendok makan
ING_007445,MR_632_01,Bahan,bunga dan daun melindjo,bunga dan daun melinjo,2.0,kobokan
ING_007446,MR_632_01,Bahan,kelapa,kelapa,0.5,buah
ING_007447,MR_632_01,Bahan,air untuk santan,air untuk santan,1.0,kobokan
ING_007448,MR_632_01,Bumbu,bawang merah,bawang merah,4.0,buah
ING_007449,MR_632_01,Bumbu,bawang putih,bawang putih,2.0,siung
ING_007450,MR_632_01,Bumbu,lombok merah atau hidjau,cabai merah atau hijau,2.0,buah
ING_007451,MR_632_01,Bumbu,terasi,terasi,1.0,ruas jari
ING_007452,MR_632_01,Bumbu,minjak goreng,minyak goreng,2.0,sendok makan
ING_007453,MR_632_01,Bumbu,garam,garam,,secukupnya
ING_007454,MR_633_01,bahan_utama,taoege,tauge,1.0,ons
ING_007455,MR_633_01,bahan_utama,tautjo,tauco,2.0,sendok makan
ING_007456,MR_633_01,bahan_utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_007457,MR_633_01,bumbu,bawang merah,bawang merah,2.0,buah
ING_007458,MR_633_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_007459,MR_633_01,bumbu,asam,asam,2.0,mata
ING_007460,MR_633_01,bumbu,salam,daun salam,1.0,lembar
ING_007461,MR_633_01,bumbu,laos,lengkuas,1.0,iris
ING_007462,MR_633_01,bumbu,gula djawa,gula jawa,1.0,sendok teh
ING_007463,MR_633_01,bumbu,garam,garam,1.0,sendok makan
ING_007464,MR_633_02,bahan_utama,taoege,tauge,0.25,kilogram
ING_007465,MR_633_02,bahan_utama,ojong,oyong,3.0,buah
